   1.5380666e-01  -1.3705831e-01   2.8780438e-02  -1.2173105e-01   2.7342601e-01   2.6338182e-01   2.6627919e-01   2.1211089e-01   9.4994110e-01
   1.2617351e-01  -1.2320630e-01  -9.2440389e-02  -1.2866557e-01  -5.0780857e-02   1.5419033e-01  -1.5859980e-01  -1.3165952e-01   8.5574620e-01
   2.3205485e-02   2.0960969e-01   1.8610981e-01   1.9011512e-01  -2.1729414e-01   2.9132770e-01  -2.5964007e-01   1.3631572e-01   8.3912965e-01
  -1.7121728e-01  -7.1866708e-02   1.7801433e-01   2.6511198e-01  -2.7526813e-01  -1.4158077e-01  -9.8543818e-02   2.0901278e-01   8.7130365e-01
   4.9972757e-02  -2.3555181e-01  -1.6598388e-01  -2.9789535e-01  -1.2213022e-01  -1.0569320e-01   2.1697260e-02  -5.1170625e-02   9.8060162e-01
  -1.6975098e-01   1.1580467e-01   4.3193441e-02  -2.8511876e-01   7.4060631e-02  -1.2907072e-01   2.4110582e-01   1.4336590e-01   9.7724479e-01
   1.8964523e-01  -2.0178893e-01   2.4425778e-01   1.9437449e-01   3.8017947e-02   2.9235318e-01   2.3925523e-01  -5.0913413e-02   6.1150415e-01
  -9.2509650e-02   1.9694081e-01  -1.9275944e-01   2.2399600e-01  -3.2308195e-02   1.2891083e-01  -7.5957096e-02   6.8108309e-02   9.2955133e-01
   2.7866777e-01   2.1862101e-03  -9.7569545e-02  -1.8387136e-01  -1.3662508e-01   1.6195969e-01   1.3234527e-01  -1.0001087e-01   8.1443586e-01
   8.2911785e-02   3.0115815e-01   6.0021984e-02  -2.5537139e-01   2.4650818e-01   1.8060586e-01   7.9309482e-02  -1.3070158e-01   9.1765841e-01
  -1.1213151e-01  -1.6900235e-01  -2.9008298e-01   1.6882390e-02  -6.9371325e-02   3.5795717e-02   2.9085555e-01  -9.9900944e-02   8.4234806e-01
  -2.6708875e-01   2.0564970e-01  -3.0112638e-01  -2.5763898e-01   2.3532805e-01  -3.1053789e-01   9.1118970e-02  -1.6805704e-01   1.0035322e+00
  -2.5306209e-01  -2.5780899e-02   7.4645431e-02   2.3304522e-01  -1.0662864e-01   2.3163768e-01   2.2426183e-01  -2.4292225e-01   6.6450932e-01
  -1.2642429e-01   2.4021231e-01  -1.8634428e-01  -1.4665035e-01  -1.4306471e-01   7.2891363e-02  -1.1435914e-01   1.9477870e-02   9.0031755e-01
   1.6021148e-01   3.0172679e-01   2.7956538e-01   1.4124628e-01   8.6386197e-02  -1.3599482e-01  -7.5990714e-03   1.0614749e-02   8.9636280e-01
  -2.9889614e-01  -3.6622210e-02   8.9387826e-02   1.3880496e-01  -1.5131227e-01   1.5786191e-01  -1.6893047e-01  -4.0374363e-02   7.5484391e-01
  -1.4077895e-01   2.4268055e-01   3.1580101e-02  -5.1790754e-02  -3.0018892e-01  -2.0409438e-01   1.5708819e-01   1.2100565e-02   8.7922823e-01
   1.7570537e-01  -3.1192856e-01  -1.6239930e-01  -2.2604447e-01   1.2262886e-01  -2.2345079e-01  -1.3245367e-02  -2.0101156e-01   1.0195476e+00
  -1.6958202e-02   1.0644053e-01  -2.9271122e-02   3.1275426e-01   1.3849532e-01  -7.7582386e-02  -1.9011741e-01   6.7402595e-02   9.5905457e-01
   2.4011975e-01   1.2310892e-01   1.3653912e-02  -5.1997993e-02  -2.2938776e-01  -1.6621662e-01  -3.0362056e-01  -2.2889449e-02   8.4050692e-01
   2.7325696e-03   3.8709411e-02   1.4502999e-01   6.0800450e-02   4.2417377e-02  -9.8606168e-02   2.5239318e-01  -1.7202347e-01   9.0131857e-01
   5.9044751e-02   2.7938437e-01   2.7154155e-01   2.2723613e-01  -2.3267921e-01   2.3042021e-01   1.9383784e-01  -3.0496632e-01   6.2555958e-01
   2.5017571e-01   1.8871469e-01  -3.0694850e-01   2.3768952e-01   1.5065762e-02  -2.8303191e-01   9.1753359e-04   2.5370159e-01   9.2886864e-01
  -4.4193288e-03  -2.4200239e-02   2.4008489e-01  -1.3982479e-03  -2.1071379e-03   8.2323199e-02  -2.8697625e-01   1.9312527e-01   9.0900296e-01
  -1.3407233e-01  -2.1132422e-01   4.5087421e-02  -2.5256656e-01  -2.2882900e-01   4.8598873e-02  -2.3671761e-01  -3.7157290e-02   9.2990319e-01
  -2.0338782e-01   1.5849139e-01   3.2130639e-02   3.3868967e-02   8.7400483e-03  -1.2833868e-02   2.9291862e-05   4.6038309e-02   8.9444295e-01
  -2.8631652e-01  -3.0582600e-01   2.9403689e-01  -2.0861692e-02  -1.3254495e-01  -1.8556806e-01  -1.3601020e-01   3.0574156e-01   9.6856847e-01
   1.6985803e-01   2.5628759e-01   1.5283623e-01  -2.0723835e-02  -2.9378004e-01   1.3078517e-01  -1.0059941e-01   2.0942227e-01   8.7669540e-01
  -2.7541793e-01   3.0196501e-01   1.5243462e-01  -2.1703679e-01  -2.3408820e-01   2.4818016e-01   3.0805763e-02  -8.0286156e-02   8.3933906e-01
  -1.2657719e-01   1.9709443e-01   3.1394273e-01   2.8007451e-01   2.1029067e-01  -2.4281772e-01   1.7990299e-02   2.5877580e-01   9.2606495e-01
